Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Neural Crest Cell Development (GO:0014032),4/44,0.0009633623018811156,0.0815428666128835,0,0,10.081632653061224,70.017755335544,FAM172A;TCOF1;SEMA6D;SNAI2
GO_Biological_Process_2023,Negative Regulation Of Relaxation Of Muscle (GO:1901078),2/5,0.0009754681839454336,0.0815428666128835,0,0,66.65656565656566,462.1028413784856,PDE4B;NEUROG1
GO_Biological_Process_2023,Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),6/114,0.001010944314872,0.0815428666128835,0,0,5.639175257731959,38.89266102665064,CCL14;IGFBP4;FRZB;SNAI2;APOE;GLI3
GO_Biological_Process_2023,Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),4/45,0.001049157683368,0.0815428666128835,0,0,9.835241413638624,67.46747081104573,EFEMP1;EGFR;BCAR1;HBEGF
GO_Biological_Process_2023,Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),8/207,0.0011650768049709,0.0817419677749288,0,0,4.1040619765494135,27.72280841790101,CCL14;UBE2B;FRZB;IGFBP4;SNAI2;APOE;GLI3;EGFR
GO_Biological_Process_2023,Positive Regulation Of MAPK Cascade (GO:0043410),10/310,0.0011685770947094,0.0817419677749288,0,0,3.421052631578948,23.098839361209187,CCL14;GHR;CD74;PDGFRA;NTRK2;IGF2;CCL1;APOE;FGF1;EGFR
GO_Biological_Process_2023,Regulation Of Kinase Activity (GO:0043549),5/85,0.0016330044910439,0.0918966006285446,0,0,6.32051282051282,40.560840018013536,PDGFRA;CD74;NTRK2;RAD50;EGFR
GO_Biological_Process_2023,Amide Biosynthetic Process (GO:0043604),4/51,0.0016795486223,0.0918966006285446,0,0,8.577073382544507,54.80089627367308,PCSK1;SLC25A2;ABCA8;PAM
GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),9/272,0.0017197061840194,0.0918966006285446,0,0,3.500348376565206,22.281824017475945,TJP1;PDGFRA;CXCL12;SEMA6D;SNAI2;FGF1;EGFR;BCAR1;HBEGF
GO_Biological_Process_2023,Negative Regulation Of Response To Stimulus (GO:0048585),4/52,0.0018054466882107,0.0918966006285446,0,0,8.39795918367347,53.04946512994202,COL3A1;MCTP1;IGFBP3;THY1
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),17/766,0.0018363538609931,0.0918966006285446,0,0,2.362837152633384,14.88581090439235,CCL14;YAP1;PDGFRA;NTRK2;IGFBP3;IGF2;OSMR;FGF1;EGFR;BMP5;TJP1;IL3;ESM1;FTMT;FRZB;MZB1;HBEGF
GO_Biological_Process_2023,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),3/25,0.0019263332020576,0.0918966006285446,0,0,13.690355329949238,85.59397680666795,CD74;CXCL12;SNAI2
GO_Biological_Process_2023,Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178),6/130,0.001982388977067,0.0918966006285446,0,0,4.907549052211507,30.5418989454338,COL3A1;COL1A2;LTBP2;RGMB;SMAD5;BMP5
GO_Biological_Process_2023,L-alanine Transport (GO:0015808),2/7,0.0020216133697869,0.0918966006285446,0,0,39.98989898989899,248.09171029141777,SLC36A1;SLC36A3
GO_Biological_Process_2023,Regulation Of Mesenchymal Stem Cell Differentiation (GO:2000739),2/7,0.0020216133697869,0.0918966006285446,0,0,39.98989898989899,248.09171029141777,PDGFRA;LTBP2
GO_Biological_Process_2023,Taurine Metabolic Process (GO:0019530),2/7,0.0020216133697869,0.0918966006285446,0,0,39.98989898989899,248.09171029141777,GHR;FMO3
GO_Biological_Process_2023,ERBB Signaling Pathway (GO:0038127),4/54,0.0020765932331265,0.0918966006285446,0,0,8.061224489795919,49.79439807569174,EFEMP1;EGFR;BCAR1;HBEGF
GO_Biological_Process_2023,Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),5/90,0.0021019951537622,0.0918966006285446,0,0,5.947209653092006,36.66376433556312,GHR;CD74;IL3;IGF2;EGFR
GO_Biological_Process_2023,Integrin Activation (GO:0033622),2/8,0.0026777674677022,0.1104406280340311,0,0,33.323232323232325,197.36590289038227,CXCL12;MZB1
GO_Biological_Process_2023,Regulation Of Nitric-Oxide Synthase Activity (GO:0050999),3/28,0.0026840467141937,0.1104406280340311,0,0,12.045685279187817,71.31563234569973,S100A1;APOE;EGFR
GO_Biological_Process_2023,Negative Regulation Of Wnt Signaling Pathway (GO:0030178),6/140,0.0028735528683859,0.1117232484426061,0,0,4.539006000923219,26.56319852294298,CCL14;IGFBP4;FRZB;SNAI2;APOE;GLI3
GO_Biological_Process_2023,Cellular Response To Chemokine (GO:1990869),4/59,0.0028749370578511,0.1117232484426061,0,0,7.326530612244898,42.87283866824234,CCL14;SLC12A2;CXCL12;CCL1
GO_Biological_Process_2023,Positive Regulation Of Calcium Ion Transport (GO:0051928),3/29,0.002971884860348,0.1123693762061319,0,0,11.581803982819212,67.38940857682955,TRPC6;CXCL12;CAMK2A
GO_Biological_Process_2023,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),8/244,0.0032476412075724,0.1175875585627601,0,0,3.45409604519774,19.791370460711597,CCL14;CD74;PDGFRA;NTRK2;CCL1;APOE;FGF1;EGFR
GO_Biological_Process_2023,Negative Regulation Of Blood Coagulation (GO:0030195),3/30,0.0032779948419926,0.1175875585627601,0,0,11.152284263959393,63.79690278522437,PDGFRA;C1QTNF1;APOE
GO_Biological_Process_2023,Skeletal System Development (GO:0001501),6/149,0.0039057622226571,0.1310636086275688,0,0,4.251387787470262,23.575230575007577,COL1A2;TCOF1;FRZB;CDH11;PITX1;BMP5
GO_Biological_Process_2023,Positive Regulation Of Kinase Activity (GO:0033674),5/104,0.0039322638791335,0.1310636086275688,0,0,5.102564102564102,28.260755222784237,PDGFRA;CD74;NTRK2;RAD50;EGFR
GO_Biological_Process_2023,Negative Regulation Of Steroid Biosynthetic Process (GO:0010894),2/10,0.0042472321345398,0.1310636086275688,0,0,24.98989898989899,136.4820277236255,SNAI2;BMP5
GO_Biological_Process_2023,Positive Regulation Of Cholesterol Metabolic Process (GO:0090205),2/10,0.0042472321345398,0.1310636086275688,0,0,24.98989898989899,136.4820277236255,APOE;FGF1
GO_Biological_Process_2023,Glycine Transport (GO:0015816),2/10,0.0042472321345398,0.1310636086275688,0,0,24.98989898989899,136.4820277236255,SLC36A1;SLC36A3
GO_Biological_Process_2023,Negative Regulation Of Alpha-Beta T Cell Activation (GO:0046636),2/10,0.0042472321345398,0.1310636086275688,0,0,24.98989898989899,136.4820277236255,DAPL1;GLI3
GO_Biological_Process_2023,Regulation Of Sprouting Angiogenesis (GO:1903670),3/33,0.0043094538934011,0.1310636086275688,0,0,10.03553299492386,54.6629871343117,TJP1;S100A1;FGF1
GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),8/257,0.0044370886106842,0.1320741907733462,0,0,3.271586345381526,17.724659287024828,CCL14;YAP1;GHR;IL33;IL3;CXCL12;CCL1;OSMR
GO_Biological_Process_2023,Regulation Of Neuronal Synaptic Plasticity (GO:0048168),3/34,0.0046920695585813,0.1367542773428175,0,0,9.711314884558703,52.07091984713094,MCTP1;CAMK2A;APOE
GO_Biological_Process_2023,Cell-Matrix Adhesion (GO:0007160),5/109,0.004800042097825,0.1370460998950454,0,0,4.856015779092703,25.9269023952046,COL3A1;VCAM1;CDH11;ITGA8;THY1
GO_Biological_Process_2023,Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),4/72,0.005877786338127,0.1644604617407954,0,0,5.921968787515006,30.41863718634327,COL3A1;COL1A2;LTBP2;SMAD5
GO_Biological_Process_2023,Negative Regulation Of Cell Migration (GO:0030336),6/163,0.0060251869154141,0.1652791469542043,0,0,3.8695252478823297,19.78026538505152,CD74;COL3A1;MCTP1;IGFBP3;CDH11;THY1
GO_Biological_Process_2023,Alanine Transport (GO:0032328),2/12,0.0061478754316609,0.1654014947864167,0,0,19.98989898989899,101.78154350719132,SLC36A1;SLC36A3
GO_Biological_Process_2023,Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036),3/38,0.0064242870484076,0.1695769354853272,0,0,8.599709934735316,43.40849457481817,YAP1;CAST;IL13
GO_Biological_Process_2023,Response To Chemokine (GO:1990868),2/13,0.0072181010363148,0.1771600587685,0,0,18.171717171717173,89.6077061786221,SLC12A2;CXCL12
GO_Biological_Process_2023,"Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)",2/13,0.0072181010363148,0.1771600587685,0,0,18.171717171717173,89.6077061786221,CD74;SNAI2
GO_Biological_Process_2023,Negative Regulation Of Cartilage Development (GO:0061037),2/13,0.0072181010363148,0.1771600587685,0,0,18.171717171717173,89.6077061786221,EFEMP1;SNAI2
GO_Biological_Process_2023,Negative Regulation Of Cell Activation (GO:0050866),2/13,0.0072181010363148,0.1771600587685,0,0,18.171717171717173,89.6077061786221,PDGFRA;C1QTNF1
GO_Biological_Process_2023,Embryonic Organ Development (GO:0048568),4/77,0.0074396227671372,0.1794488319176719,0,0,5.514956667598546,27.02844489893672,IL3;IGF2;TEAD1;GLI3
GO_Biological_Process_2023,Organonitrogen Compound Biosynthetic Process (GO:1901566),5/123,0.0079409235792846,0.1851889776743038,0,0,4.27683615819209,20.68160648499252,PCSK1;SLC25A2;APOE;FMO3;PAM
GO_Biological_Process_2023,Regulation Of Chemokine Production (GO:0032642),3/41,0.0079423435743089,0.1851889776743038,0,0,7.919583222014427,38.29551599382337,CD74;IL33;SNAI2
GO_Biological_Process_2023,Negative Regulation Of Chondrocyte Differentiation (GO:0032331),2/14,0.0083660270881822,0.187591505848632,0,0,16.656565656565657,79.67795051677446,EFEMP1;SNAI2
GO_Biological_Process_2023,Response To Type II Interferon (GO:0034341),4/80,0.0084964288884178,0.187591505848632,0,0,5.296455424274973,25.254078548459987,CCL14;CD74;CAMK2A;CCL1
GO_Biological_Process_2023,Wound Healing (GO:0042060),4/80,0.0084964288884178,0.187591505848632,0,0,5.296455424274973,25.254078548459987,EPB41L4B;PDGFRA;COL3A1;FGF1
GO_Biological_Process_2023,Positive Regulation Of Phosphorylation (GO:0042327),7/231,0.008754531092666,0.187591505848632,0,0,3.1696891191709846,15.018569868411172,CD74;PDGFRA;NTRK2;RAD50;IGF2;FGF1;EGFR
GO_Biological_Process_2023,Learning (GO:0007612),3/43,0.0090618828226133,0.187591505848632,0,0,7.522842639593908,35.3850321555175,NTRK2;NLGN4X;SLC6A1
GO_Biological_Process_2023,Regulation Of Cholesterol Biosynthetic Process (GO:0045540),2/15,0.0095900084936835,0.187591505848632,0,0,15.374514374514376,71.44588341233826,APOE;FGF1
GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229),2/15,0.0095900084936835,0.187591505848632,0,0,15.374514374514376,71.44588341233826,CXCL12;SNAI2
GO_Biological_Process_2023,Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),2/15,0.0095900084936835,0.187591505848632,0,0,15.374514374514376,71.44588341233826,PDGFRA;BCAR1
GO_Biological_Process_2023,Ganglioside Biosynthetic Process (GO:0001574),2/15,0.0095900084936835,0.187591505848632,0,0,15.374514374514376,71.44588341233826,ST8SIA4;ST8SIA6
GO_Biological_Process_2023,Regulation Of Bicellular Tight Junction Assembly (GO:2000810),2/15,0.0095900084936835,0.187591505848632,0,0,15.374514374514376,71.44588341233826,TJP1;SNAI2
GO_Biological_Process_2023,Lymphocyte Chemotaxis (GO:0048247),3/44,0.0096544592002155,0.187591505848632,0,0,7.338987247740498,34.05536215760635,CCL14;SLC12A2;CCL1
GO_Biological_Process_2023,Regulation Of Cell-Substrate Adhesion (GO:0010810),3/44,0.0096544592002155,0.187591505848632,0,0,7.338987247740498,34.05536215760635,CCDC80;THY1;RELL2
GO_Biological_Process_2023,Integrin-Mediated Signaling Pathway (GO:0007229),4/85,0.0104676198849292,0.2006054824522733,0,0,4.968253968253968,22.65259800022629,COL3A1;ITGA8;THY1;BCAR1
GO_Biological_Process_2023,Negative Regulation Of Amyloid-Beta Formation (GO:1902430),2/16,0.0108884250018907,0.2058500888870968,0,0,14.275613275613276,64.52655688502057,NTRK2;APOE
GO_Biological_Process_2023,Regulation Of Endothelial Cell Migration (GO:0010594),4/88,0.0117810854608779,0.2168649810495823,0,0,4.790087463556851,21.274023659747563,APOE;FGF1;DCN;BCAR1
GO_Biological_Process_2023,Positive Regulation Of Cell Adhesion (GO:0045785),4/88,0.0117810854608779,0.2168649810495823,0,0,4.790087463556851,21.274023659747563,EPB41L4B;CCDC80;CXCL12;RELL2
GO_Biological_Process_2023,Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000),2/17,0.0122596808748648,0.2198883787684088,0,0,13.323232323232324,58.64139939765107,S100A1;APOE
GO_Biological_Process_2023,Hippo Signaling (GO:0035329),2/17,0.0122596808748648,0.2198883787684088,0,0,13.323232323232324,58.64139939765107,YAP1;TEAD1
GO_Biological_Process_2023,Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),4/90,0.0127129141043288,0.2251312257209626,0,0,4.678215472235406,20.421051187786546,PDGFRA;NTRK2;DCN;EGFR
GO_Biological_Process_2023,Regulation Of Epithelial Cell Proliferation (GO:0050678),4/91,0.0131959709139781,0.2307645413581937,0,0,4.62420830401126,20.012850913677784,YAP1;EPB41L4B;EGFR;BMP5
GO_Biological_Process_2023,Negative Regulation Of Signal Transduction By P53 Class Mediator (GO:1901797),2/18,0.0137022045657748,0.2309564359942051,0,0,12.48989898989899,53.58414643474309,CD74;SNAI2
GO_Biological_Process_2023,Positive Regulation Of Monocyte Chemotaxis (GO:0090026),2/18,0.0137022045657748,0.2309564359942051,0,0,12.48989898989899,53.58414643474309,CXCL12;CCL1
GO_Biological_Process_2023,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),2/18,0.0137022045657748,0.2309564359942051,0,0,12.48989898989899,53.58414643474309,NTRK2;APOE
GO_Biological_Process_2023,Positive Regulation Of Protein Phosphorylation (GO:0001934),9/377,0.0138759248630523,0.2311002248025035,0,0,2.4881629865695425,10.643365903703176,GHR;CD74;IL3;NTRK2;RAD50;IGF2;FGF1;EGFR;BMP5
GO_Biological_Process_2023,Cholesterol Transport (GO:0030301),3/51,0.0144285702203611,0.2374772910386506,0,0,6.266497461928934,26.5608314530226,APOE;ABCA8;APOB
GO_Biological_Process_2023,Embryonic Digestive Tract Development (GO:0048566),2/19,0.0152144484017713,0.2418751512963421,0,0,11.754604872251932,49.19901329869125,PDGFRA;GLI3
GO_Biological_Process_2023,Glycosphingolipid Biosynthetic Process (GO:0006688),2/19,0.0152144484017713,0.2418751512963421,0,0,11.754604872251932,49.19901329869125,ST8SIA4;ST8SIA6
GO_Biological_Process_2023,Regulation Of Acute Inflammatory Response (GO:0002673),2/19,0.0152144484017713,0.2418751512963421,0,0,11.754604872251932,49.19901329869125,OSMR;DNASE1L3
GO_Biological_Process_2023,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),4/96,0.0157862373617276,0.2481454614500776,0,0,4.371783496007098,18.13685433330235,COL3A1;COL1A2;LTBP2;SMAD5
GO_Biological_Process_2023,Glycoprotein Metabolic Process (GO:0009100),3/53,0.0159972388139271,0.2486681900076011,0,0,6.01522842639594,24.875009582390742,MAN1C1;ST8SIA4;ST8SIA6
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Activation (GO:0002696),2/20,0.0167948882548689,0.2529648061598094,0,0,11.1010101010101,45.36628383483138,IL33;HAVCR1
GO_Biological_Process_2023,Xenobiotic Transport (GO:0042908),2/20,0.0167948882548689,0.2529648061598094,0,0,11.1010101010101,45.36628383483138,SLC22A3;ABCA8
GO_Biological_Process_2023,Peptidyl-Tyrosine Modification (GO:0018212),3/54,0.0168161021964705,0.2529648061598094,0,0,5.896984174380412,24.09164757699128,PDGFRA;EFEMP1;EGFR
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction (GO:0009967),7/266,0.0178352578722591,0.2591390569183414,0,0,2.73645147738412,11.018535321008205,YAP1;CD74;ESM1;IGF2;TRIM16;FGF1;TXNDC15
GO_Biological_Process_2023,Negative Regulation Of Cell Differentiation (GO:0045596),6/207,0.01804534234375,0.2591390569183414,0,0,3.015694722264964,12.10761524119967,YAP1;EFEMP1;IGF2;SNAI2;EGFR;BMP5
GO_Biological_Process_2023,Negative Regulation Of Signal Transduction (GO:0009968),7/267,0.018165728327326,0.2591390569183414,0,0,2.725787166201674,10.925550598481683,FRZB;IGFBP3;SNAI2;SMAD5;GLI3;DCN;BMP5
GO_Biological_Process_2023,Peptide Catabolic Process (GO:0043171),2/21,0.0184420232483939,0.2591390569183414,0,0,10.516214779372676,41.9925427496273,ERAP1;LNPEP
GO_Biological_Process_2023,Sodium Ion Import Across Plasma Membrane (GO:0098719),2/21,0.0184420232483939,0.2591390569183414,0,0,10.516214779372676,41.9925427496273,SLC12A2;SLC6A1
GO_Biological_Process_2023,Focal Adhesion Assembly (GO:0048041),2/21,0.0184420232483939,0.2591390569183414,0,0,10.516214779372676,41.9925427496273,CDH11;THY1
GO_Biological_Process_2023,Peptide Metabolic Process (GO:0006518),3/56,0.018523163468073,0.2591390569183414,0,0,5.6738818120869645,22.631601044641528,PCSK1;ERAP1;LNPEP
GO_Biological_Process_2023,Chemokine-Mediated Signaling Pathway (GO:0070098),3/57,0.0194114444537247,0.2688773345619899,0,0,5.568527918781726,21.95053825283205,CCL14;CXCL12;CCL1
GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240),2/22,0.0201543754357544,0.2711151080251971,0,0,9.98989898989899,39.00390099361183,EYA1;SNAI2
GO_Biological_Process_2023,Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099),2/22,0.0201543754357544,0.2711151080251971,0,0,9.98989898989899,39.00390099361183,EYA1;SNAI2
GO_Biological_Process_2023,Positive Regulation Of Cholesterol Efflux (GO:0010875),2/22,0.0201543754357544,0.2711151080251971,0,0,9.98989898989899,39.00390099361183,ABCA8;APOE
GO_Biological_Process_2023,Anterior/Posterior Pattern Specification (GO:0009952),3/59,0.0212576490223405,0.2832328664976609,0,0,5.369108049311095,20.676641778420727,CDX1;WNT8A;NEUROG1
GO_Biological_Process_2023,Cholesterol Efflux (GO:0033344),2/23,0.02193048949736,0.284081063025988,0,0,9.513708513708512,36.34120010270031,ABCA8;APOE
GO_Biological_Process_2023,Long-Chain Fatty Acid Transport (GO:0015909),2/23,0.02193048949736,0.284081063025988,0,0,9.513708513708512,36.34120010270031,SLC27A6;APOE
GO_Biological_Process_2023,Regulation Of Cell Junction Assembly (GO:1901888),2/23,0.02193048949736,0.284081063025988,0,0,9.513708513708512,36.34120010270031,TJP1;SNAI2
GO_Biological_Process_2023,Protein Autophosphorylation (GO:0046777),5/162,0.0235849453451751,0.3022976044845077,0,0,3.208067940552017,12.02110113138322,PDGFRA;NTRK2;CAMK2A;RIOK2;EGFR
GO_Biological_Process_2023,Positive Regulation Of Interleukin-17 Production (GO:0032740),2/24,0.0237689324469591,0.3022976044845077,0,0,9.08080808080808,33.956554984338226,CCL1;LY9
GO_Biological_Process_2023,Cell Junction Organization (GO:0034330),3/62,0.0242012368323431,0.3050227957517844,0,0,5.095328228512432,18.96150754157799,TJP1;NLGN4X;SLC6A1
GO_Biological_Process_2023,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),7/284,0.0244611627419745,0.305546131035914,0,0,2.556274667514637,9.485488175940992,GHR;PDGFRA;NTRK2;IGF2;FGF1;EGFR;BCAR1
GO_Biological_Process_2023,Regulation Of Chondrocyte Differentiation (GO:0032330),2/25,0.0256682933201663,0.3079190672115359,0,0,8.685551163812033,31.810820468950148,EFEMP1;SNAI2
GO_Biological_Process_2023,Regulation Of Keratinocyte Proliferation (GO:0010837),2/25,0.0256682933201663,0.3079190672115359,0,0,8.685551163812033,31.810820468950148,EPB41L4B;SNAI2
GO_Biological_Process_2023,Regulation Of Monocyte Chemotaxis (GO:0090025),2/25,0.0256682933201663,0.3079190672115359,0,0,8.685551163812033,31.810820468950148,CXCL12;CCL1
GO_Biological_Process_2023,Positive Regulation Of Protein Modification Process (GO:0031401),6/225,0.0258945228288954,0.3079190672115359,0,0,2.7652873887868945,10.103596364026355,CD74;NTRK2;IGF2;FAM47E;FGF1;EGFR
GO_Biological_Process_2023,Canonical Wnt Signaling Pathway (GO:0060070),3/65,0.0273538141573354,0.3079190672115359,0,0,4.848043229081382,17.447619395780233,CCL14;FRZB;WNT8A
GO_Biological_Process_2023,L-amino Acid Transport (GO:0015807),2/26,0.0276271829006745,0.3079190672115359,0,0,8.323232323232324,29.871707121892776,SLC36A1;SLC36A3
GO_Biological_Process_2023,Positive Regulation Of Monooxygenase Activity (GO:0032770),2/26,0.0276271829006745,0.3079190672115359,0,0,8.323232323232324,29.871707121892776,S100A1;APOE
GO_Biological_Process_2023,Regulation Of MAP Kinase Activity (GO:0043405),4/114,0.0276467139110662,0.3079190672115359,0,0,3.653061224489796,13.108091108377458,GHR;APOE;FGF1;EGFR
GO_Biological_Process_2023,Cellular Response To Type II Interferon (GO:0071346),3/66,0.0284510080327513,0.3079190672115359,0,0,4.7708484408992025,16.982177034654356,CCL14;CAMK2A;CCL1
GO_Biological_Process_2023,Response To Reactive Oxygen Species (GO:0000302),3/66,0.0284510080327513,0.3079190672115359,0,0,4.7708484408992025,16.982177034654356,PDGFRA;APOE;EGFR
GO_Biological_Process_2023,Peptidyl-Tyrosine Phosphorylation (GO:0018108),3/67,0.0295713073395418,0.3079190672115359,0,0,4.696065989847716,16.534616995789808,PDGFRA;EFEMP1;EGFR
GO_Biological_Process_2023,Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239),2/27,0.0296442334084981,0.3079190672115359,0,0,7.98989898989899,28.11236101024157,EYA1;SNAI2
GO_Biological_Process_2023,Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),2/27,0.0296442334084981,0.3079190672115359,0,0,7.98989898989899,28.11236101024157,SNAI2;EGFR
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),8/364,0.0304438181530988,0.3079190672115359,0,0,2.275749063670412,7.946625166691537,YAP1;IL33;EPB41L4B;CD74;NTRK2;C1QTNF1;IL13;FGF1
GO_Biological_Process_2023,Cell-Cell Junction Organization (GO:0045216),3/68,0.0307146647785553,0.3079190672115359,0,0,4.623584537290121,16.10401456697529,TJP1;NLGN4X;CDH11
GO_Biological_Process_2023,Negative Regulation Of Wound Healing (GO:0061045),2/28,0.0317180982356202,0.3079190672115359,0,0,7.682206682206682,26.51027997028578,SLC12A2;APOE
GO_Biological_Process_2023,Regulation Of Platelet Activation (GO:0010543),2/28,0.0317180982356202,0.3079190672115359,0,0,7.682206682206682,26.51027997028578,PDGFRA;C1QTNF1
GO_Biological_Process_2023,Cell-Substrate Junction Assembly (GO:0007044),2/28,0.0317180982356202,0.3079190672115359,0,0,7.682206682206682,26.51027997028578,CDH11;THY1
GO_Biological_Process_2023,Positive Regulation Of Fibroblast Proliferation (GO:0048146),2/28,0.0317180982356202,0.3079190672115359,0,0,7.682206682206682,26.51027997028578,CD74;PDGFRA
GO_Biological_Process_2023,"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)",2/28,0.0317180982356202,0.3079190672115359,0,0,7.682206682206682,26.51027997028578,CD74;SNAI2
GO_Biological_Process_2023,Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068),3/69,0.0318810265797797,0.3079190672115359,0,0,4.553299492385787,15.689505426965288,PDGFRA;NTRK2;DCN
GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),3/70,0.0330703326834923,0.3079190672115359,0,0,4.485112508523373,15.290280888801105,EYA1;SNAI2;BMP5
GO_Biological_Process_2023,Neutrophil Chemotaxis (GO:0030593),3/70,0.0330703326834923,0.3079190672115359,0,0,4.485112508523373,15.290280888801105,CCL14;PDE4B;CCL1
